id,sender,clean_subject,clean_body,clean_text,label
1168,admin-team@account-support.example.net,Your Mailbox Is Full - Immediate Action Needed,"Dear Customer, Verify your details using the form attached to this message. Attaching the agenda so everyone can add items ahead of the session. A payment of nine hundred dollars is awaiting your authorisation. Reply with your employee ID and one time passcode to complete the check. A copy of this notice has been retained for the record. Click the secure link below to confirm your login credentials immediately. Please do not share this message with anyone in your organisation. Confirm your password to restore full access to the customer portal. Urgent action is required to keep your subscription active. We could not process your last payment, please resubmit your card details. Click here to verify !","Your Mailbox Is Full - Immediate Action Needed Dear Customer, Verify your details using the form attached to this message. Attaching the agenda so everyone can add items ahead of the session. A payment of nine hundred dollars is awaiting your authorisation. Reply with your employee ID and one time passcode to complete the check. A copy of this notice has been retained for the record. Click the secure link below to confirm your login credentials immediately. Please do not share this message with anyone in your organisation. Confirm your password to restore full access to the customer portal. Urgent action is required to keep your subscription active. We could not process your last payment, please resubmit your card details. Click here to verify !",1
2146,alerts@notice-center.example.net,Updated budget worksheet for comment,"Hi Priya, Payroll has confirmed that the revised timesheets were processed on time. The server migration completed overnight with no reported downtime. We will need one more reviewer before this pull request can be merged. Please review the risk register before Friday's steering committee call. A payment of nine hundred dollars is awaiting your authorisation. Urgent action is required to keep your subscription active. Attaching the agenda so everyone can add items ahead of the session. We will need one more reviewer before this pull request can be merged.","Updated budget worksheet for comment Hi Priya, Payroll has confirmed that the revised timesheets were processed on time. The server migration completed overnight with no reported downtime. We will need one more reviewer before this pull request can be merged. Please review the risk register before Friday's steering committee call. A payment of nine hundred dollars is awaiting your authorisation. Urgent action is required to keep your subscription active. Attaching the agenda so everyone can add items ahead of the session. We will need one more reviewer before this pull request can be merged.",0
1792,team.updates@finance.example.com,Following up on my earlier message,"Hi Priya, Attaching the agenda so everyone can add items ahead of the session. Could you confirm whether the vendor quotation was received before the deadline. The design team has uploaded the latest mockups for a second opinion. Thank you for your time and attention to this matter. The release notes for version four have been published on the internal wiki. The office will be closed on Monday for the scheduled facilities maintenance.","Following up on my earlier message Hi Priya, Attaching the agenda so everyone can add items ahead of the session. Could you confirm whether the vendor quotation was received before the deadline. The design team has uploaded the latest mockups for a second opinion. Thank you for your time and attention to this matter. The release notes for version four have been published on the internal wiki. The office will be closed on Monday for the scheduled facilities maintenance.",0
1320,alerts@security-alert.example.net,Re: Failed Delivery Attempt - Reschedule Now,"Dear Customer, Do reach out if any part of this is unclear. Reply with your employee ID and one time passcode to complete the check. Your package could not be delivered, reschedule using the tracking link. Verify your details using the form attached to this message. You have been selected to receive a limited time reward, claim it before it expires. Update your billing information now to avoid an interruption of service. Thank you for your time and attention to this matter. Confirm your password to restore full access to the customer portal. Failure to respond will result in the immediate closure of your account.","Re: Failed Delivery Attempt - Reschedule Now Dear Customer, Do reach out if any part of this is unclear. Reply with your employee ID and one time passcode to complete the check. Your package could not be delivered, reschedule using the tracking link. Verify your details using the form attached to this message. You have been selected to receive a limited time reward, claim it before it expires. Update your billing information now to avoid an interruption of service. Thank you for your time and attention to this matter. Confirm your password to restore full access to the customer portal. Failure to respond will result in the immediate closure of your account.",1
1179,security@mail-service.example.net,Security Alert: Unusual Login Detected,"Dear Customer, Our security team detected an unauthorised attempt from a foreign IP address. The document is waiting for your signature and expires at midnight tonight. Failure to respond will result in the immediate closure of your account. Failure to respond will result in the immediate closure of your account. Our security team detected an unauthorised attempt from a foreign IP address. You have been selected to receive a limited time reward, claim it before it expires. Click here to verify !!","Security Alert: Unusual Login Detected Dear Customer, Our security team detected an unauthorised attempt from a foreign IP address. The document is waiting for your signature and expires at midnight tonight. Failure to respond will result in the immediate closure of your account. Failure to respond will result in the immediate closure of your account. Our security team detected an unauthorised attempt from a foreign IP address. You have been selected to receive a limited time reward, claim it before it expires. Click here to verify !!",1
1731,hr.notices@hr.example.com,Invoice for consultancy hours - Q2,"Hi Sam, Thank you for your time and attention to this matter. Your mailbox storage is full and outgoing messages are being blocked. The onboarding checklist for the new interns is ready for your sign off. Attached is the invoice for the consultancy hours logged in the last cycle.","Invoice for consultancy hours - Q2 Hi Sam, Thank you for your time and attention to this matter. Your mailbox storage is full and outgoing messages are being blocked. The onboarding checklist for the new interns is ready for your sign off. Attached is the invoice for the consultancy hours logged in the last cycle.",0
1522,admin-team@mail-service.example.net,Your Mailbox Is Full - Immediate Action Needed,"Dear Customer, We could not process your last payment, please resubmit your card details. Your mailbox storage is full and outgoing messages are being blocked. You have been selected to receive a limited time reward, claim it before it expires. Urgent action is required to keep your subscription active. A payment of nine hundred dollars is awaiting your authorisation. You must verify your identity within 24 hours or access will be permanently revoked. Your mailbox storage is full and outgoing messages are being blocked. A payment of nine hundred dollars is awaiting your authorisation. Click here to verify","Your Mailbox Is Full - Immediate Action Needed Dear Customer, We could not process your last payment, please resubmit your card details. Your mailbox storage is full and outgoing messages are being blocked. You have been selected to receive a limited time reward, claim it before it expires. Urgent action is required to keep your subscription active. A payment of nine hundred dollars is awaiting your authorisation. You must verify your identity within 24 hours or access will be permanently revoked. Your mailbox storage is full and outgoing messages are being blocked. A payment of nine hundred dollars is awaiting your authorisation. Click here to verify",1
2482,billing@account-support.example.net,Password Expiry Notification - Act Within 24 Hours,"Dear Customer, Thank you for your time and attention to this matter. Act now, this security notice will expire in a few hours. We appreciate your continued cooperation. Urgent action is required to keep your subscription active. !","Password Expiry Notification - Act Within 24 Hours Dear Customer, Thank you for your time and attention to this matter. Act now, this security notice will expire in a few hours. We appreciate your continued cooperation. Urgent action is required to keep your subscription active. !",1
1158,service-desk@billing-update.example.net,Important: Confirm Your Billing Information,"Dear Customer, Act now, this security notice will expire in a few hours. Your account has been temporarily suspended due to unusual sign in activity. Confirm your password to restore full access to the customer portal. Failure to respond will result in the immediate closure of your account. Update your billing information now to avoid an interruption of service.","Important: Confirm Your Billing Information Dear Customer, Act now, this security notice will expire in a few hours. Your account has been temporarily suspended due to unusual sign in activity. Confirm your password to restore full access to the customer portal. Failure to respond will result in the immediate closure of your account. Update your billing information now to avoid an interruption of service.",1
1791,n.banerjee@corp.example.com,Invoice for consultancy hours - Q2,"Hi Priya, The server migration completed overnight with no reported downtime. We will need one more reviewer before this pull request can be merged. Recruitment has scheduled three interviews for the analyst position. Attaching the agenda so everyone can add items ahead of the session. Recruitment has scheduled three interviews for the analyst position. The release notes for version four have been published on the internal wiki. Thanks for turning the draft around so quickly, the changes look good to me. Please review the risk register before Friday's steering committee call. The office will be closed on Monday for the scheduled facilities maintenance.","Invoice for consultancy hours - Q2 Hi Priya, The server migration completed overnight with no reported downtime. We will need one more reviewer before this pull request can be merged. Recruitment has scheduled three interviews for the analyst position. Attaching the agenda so everyone can add items ahead of the session. Recruitment has scheduled three interviews for the analyst position. The release notes for version four have been published on the internal wiki. Thanks for turning the draft around so quickly, the changes look good to me. Please review the risk register before Friday's steering committee call. The office will be closed on Monday for the scheduled facilities maintenance.",0
2013,admin-team@customer-desk.example.net,Important: Confirm Your Billing Information,"Dear Customer, Let me know if Tuesday afternoon works for the client walkthrough. We could not process your last payment, please resubmit your card details. Our security team detected an unauthorised attempt from a foreign IP address. The design team has uploaded the latest mockups for a second opinion. Click here to verify","Important: Confirm Your Billing Information Dear Customer, Let me know if Tuesday afternoon works for the client walkthrough. We could not process your last payment, please resubmit your card details. Our security team detected an unauthorised attempt from a foreign IP address. The design team has uploaded the latest mockups for a second opinion. Click here to verify",1
295,arun.mehta@partners.example.com,Congratulations! Claim Your Reward Today,"Hi Priya, Attaching the agenda so everyone can add items ahead of the session. A payment of nine hundred dollars is awaiting your authorisation. Please review the risk register before Friday's steering committee call. We will need one more reviewer before this pull request can be merged. Could you confirm whether the vendor quotation was received before the deadline. Reply with your employee ID and one time passcode to complete the check. The design team has uploaded the latest mockups for a second opinion. Click here to verify !!!","Congratulations! Claim Your Reward Today Hi Priya, Attaching the agenda so everyone can add items ahead of the session. A payment of nine hundred dollars is awaiting your authorisation. Please review the risk register before Friday's steering committee call. We will need one more reviewer before this pull request can be merged. Could you confirm whether the vendor quotation was received before the deadline. Reply with your employee ID and one time passcode to complete the check. The design team has uploaded the latest mockups for a second opinion. Click here to verify !!!",1
1852,s.iyer@finance.example.com,Interview schedule for analyst role,"Hi Priya, Please review the risk register before Friday's steering committee call. The release notes for version four have been published on the internal wiki. Recruitment has scheduled three interviews for the analyst position. Could you confirm whether the vendor quotation was received before the deadline. Attached is the invoice for the consultancy hours logged in the last cycle. Attaching the agenda so everyone can add items ahead of the session. The design team has uploaded the latest mockups for a second opinion. Payroll has confirmed that the revised timesheets were processed on time.","Interview schedule for analyst role Hi Priya, Please review the risk register before Friday's steering committee call. The release notes for version four have been published on the internal wiki. Recruitment has scheduled three interviews for the analyst position. Could you confirm whether the vendor quotation was received before the deadline. Attached is the invoice for the consultancy hours logged in the last cycle. Attaching the agenda so everyone can add items ahead of the session. The design team has uploaded the latest mockups for a second opinion. Payroll has confirmed that the revised timesheets were processed on time.",0
783,verification@account-support.example.net,Document Awaiting Your Signature - Expires Tonight,"Dear Customer, I am following up on the message sent earlier this week. Confirm your password to restore full access to the customer portal. Confirm your password to restore full access to the customer portal. Failure to respond will result in the immediate closure of your account. Act now, this security notice will expire in a few hours. Please let me know if you need anything else from my side. You must verify your identity within 24 hours or access will be permanently revoked. Your package could not be delivered, reschedule using the tracking link. We could not process your last payment, please resubmit your card details.","Document Awaiting Your Signature - Expires Tonight Dear Customer, I am following up on the message sent earlier this week. Confirm your password to restore full access to the customer portal. Confirm your password to restore full access to the customer portal. Failure to respond will result in the immediate closure of your account. Act now, this security notice will expire in a few hours. Please let me know if you need anything else from my side. You must verify your identity within 24 hours or access will be permanently revoked. Your package could not be delivered, reschedule using the tracking link. We could not process your last payment, please resubmit your card details.",1
743,support@billing-update.example.net,Invoice for consultancy hours - Q2,"Hi all, I have added your name to the distribution list for the monthly newsletter. Attached is the invoice for the consultancy hours logged in the last cycle. You must verify your identity within 24 hours or access will be permanently revoked. You must verify your identity within 24 hours or access will be permanently revoked. We appreciate your continued cooperation. You have been selected to receive a limited time reward, claim it before it expires. Urgent action is required to keep your subscription active.","Invoice for consultancy hours - Q2 Hi all, I have added your name to the distribution list for the monthly newsletter. Attached is the invoice for the consultancy hours logged in the last cycle. You must verify your identity within 24 hours or access will be permanently revoked. You must verify your identity within 24 hours or access will be permanently revoked. We appreciate your continued cooperation. You have been selected to receive a limited time reward, claim it before it expires. Urgent action is required to keep your subscription active.",0
327,arun.mehta@vendor.example.org,Onboarding checklist for new interns,"Hi all, The sprint retrospective has been moved to Thursday at eleven in the morning. The quarterly compliance training window opens at the start of next month. Your package could not be delivered, reschedule using the tracking link. We will need one more reviewer before this pull request can be merged. A payment of nine hundred dollars is awaiting your authorisation. Kindly refer to the details provided below.","Onboarding checklist for new interns Hi all, The sprint retrospective has been moved to Thursday at eleven in the morning. The quarterly compliance training window opens at the start of next month. Your package could not be delivered, reschedule using the tracking link. We will need one more reviewer before this pull request can be merged. A payment of nine hundred dollars is awaiting your authorisation. Kindly refer to the details provided below.",0
766,admin-team@mail-service.example.net,Sprint retrospective moved to Thursday,"Hi Priya, Please find attached the minutes from yesterday's project review meeting. Please review the risk register before Friday's steering committee call. Further information is available on request. Recruitment has scheduled three interviews for the analyst position. I am following up on the message sent earlier this week. Please let me know if you need anything else from my side. Thanks for turning the draft around so quickly, the changes look good to me. Please do not share this message with anyone in your organisation. Click here to verify","Sprint retrospective moved to Thursday Hi Priya, Please find attached the minutes from yesterday's project review meeting. Please review the risk register before Friday's steering committee call. Further information is available on request. Recruitment has scheduled three interviews for the analyst position. I am following up on the message sent earlier this week. Please let me know if you need anything else from my side. Thanks for turning the draft around so quickly, the changes look good to me. Please do not share this message with anyone in your organisation. Click here to verify",0
1905,support@secure-verify.example.net,Re: Failed Delivery Attempt - Reschedule Now,"Hi Sam, This is your final notice regarding the pending transaction on your account. I am following up on the message sent earlier this week. Your package could not be delivered, reschedule using the tracking link. You have been selected to receive a limited time reward, claim it before it expires. Thanks for turning the draft around so quickly, the changes look good to me. Recruitment has scheduled three interviews for the analyst position. The onboarding checklist for the new interns is ready for your sign off.","Re: Failed Delivery Attempt - Reschedule Now Hi Sam, This is your final notice regarding the pending transaction on your account. I am following up on the message sent earlier this week. Your package could not be delivered, reschedule using the tracking link. You have been selected to receive a limited time reward, claim it before it expires. Thanks for turning the draft around so quickly, the changes look good to me. Recruitment has scheduled three interviews for the analyst position. The onboarding checklist for the new interns is ready for your sign off.",1
2197,hr.notices@finance.example.com,Document Awaiting Your Signature - Expires Tonight,"Hi all, Payroll has confirmed that the revised timesheets were processed on time. A copy of this notice has been retained for the record. Recruitment has scheduled three interviews for the analyst position. The server migration completed overnight with no reported downtime. Thanks for turning the draft around so quickly, the changes look good to me. Please review the risk register before Friday's steering committee call. Your package could not be delivered, reschedule using the tracking link. I have shared the updated budget worksheet on the team drive for your comments. Could you confirm whether the vendor quotation was received before the deadline. The office will be closed on Monday for the scheduled facilities maintenance.","Document Awaiting Your Signature - Expires Tonight Hi all, Payroll has confirmed that the revised timesheets were processed on time. A copy of this notice has been retained for the record. Recruitment has scheduled three interviews for the analyst position. The server migration completed overnight with no reported downtime. Thanks for turning the draft around so quickly, the changes look good to me. Please review the risk register before Friday's steering committee call. Your package could not be delivered, reschedule using the tracking link. I have shared the updated budget worksheet on the team drive for your comments. Could you confirm whether the vendor quotation was received before the deadline. The office will be closed on Monday for the scheduled facilities maintenance.",0
1994,priya.sharma@hr.example.com,Minutes from the project review,"Hi Priya, We will need one more reviewer before this pull request can be merged. I am following up on the message sent earlier this week. Act now, this security notice will expire in a few hours. Attaching the agenda so everyone can add items ahead of the session. Thank you for your time and attention to this matter. Thanks for turning the draft around so quickly, the changes look good to me. We will need one more reviewer before this pull request can be merged. The office will be closed on Monday for the scheduled facilities maintenance. The release notes for version four have been published on the internal wiki.","Minutes from the project review Hi Priya, We will need one more reviewer before this pull request can be merged. I am following up on the message sent earlier this week. Act now, this security notice will expire in a few hours. Attaching the agenda so everyone can add items ahead of the session. Thank you for your time and attention to this matter. Thanks for turning the draft around so quickly, the changes look good to me. We will need one more reviewer before this pull request can be merged. The office will be closed on Monday for the scheduled facilities maintenance. The release notes for version four have been published on the internal wiki.",0
2254,billing@mail-service.example.net,Action Required - Verify Your Identity Now,"Dear Customer, Act now, this security notice will expire in a few hours. This is your final notice regarding the pending transaction on your account. Please do not share this message with anyone in your organisation. Confirm your password to restore full access to the customer portal. Update your billing information now to avoid an interruption of service. Verify your details using the form attached to this message. You have been selected to receive a limited time reward, claim it before it expires. !!","Action Required - Verify Your Identity Now Dear Customer, Act now, this security notice will expire in a few hours. This is your final notice regarding the pending transaction on your account. Please do not share this message with anyone in your organisation. Confirm your password to restore full access to the customer portal. Update your billing information now to avoid an interruption of service. Verify your details using the form attached to this message. You have been selected to receive a limited time reward, claim it before it expires. !!",1
1468,r.krishnan@vendor.example.org,Update for your records,"Hi Sam, The design team has uploaded the latest mockups for a second opinion. Our supplier has confirmed the revised delivery schedule for next quarter. Thanks for turning the draft around so quickly, the changes look good to me. Please find attached the minutes from yesterday's project review meeting. Your account has been temporarily suspended due to unusual sign in activity. Your account has been temporarily suspended due to unusual sign in activity. We will need one more reviewer before this pull request can be merged.","Update for your records Hi Sam, The design team has uploaded the latest mockups for a second opinion. Our supplier has confirmed the revised delivery schedule for next quarter. Thanks for turning the draft around so quickly, the changes look good to me. Please find attached the minutes from yesterday's project review meeting. Your account has been temporarily suspended due to unusual sign in activity. Your account has been temporarily suspended due to unusual sign in activity. We will need one more reviewer before this pull request can be merged.",0
2239,security@id-confirm.example.net,Important: Confirm Your Billing Information,"Dear Customer, Update your billing information now to avoid an interruption of service. Click the secure link below to confirm your login credentials immediately. You have been selected to receive a limited time reward, claim it before it expires. We could not process your last payment, please resubmit your card details. Your mailbox storage is full and outgoing messages are being blocked. The onboarding checklist for the new interns is ready for your sign off. Update your billing information now to avoid an interruption of service. !!!","Important: Confirm Your Billing Information Dear Customer, Update your billing information now to avoid an interruption of service. Click the secure link below to confirm your login credentials immediately. You have been selected to receive a limited time reward, claim it before it expires. We could not process your last payment, please resubmit your card details. Your mailbox storage is full and outgoing messages are being blocked. The onboarding checklist for the new interns is ready for your sign off. Update your billing information now to avoid an interruption of service. !!!",1
788,accounts.payable@hr.example.com,Facilities maintenance - office closed Monday,"Hi all, Reply with your employee ID and one time passcode to complete the check. Do reach out if any part of this is unclear. I have shared the updated budget worksheet on the team drive for your comments. The office will be closed on Monday for the scheduled facilities maintenance. Please do not share this message with anyone in your organisation. Our supplier has confirmed the revised delivery schedule for next quarter. Reply with your employee ID and one time passcode to complete the check. Let me know if Tuesday afternoon works for the client walkthrough. Attached is the invoice for the consultancy hours logged in the last cycle. Reply with your employee ID and one time passcode to complete the check.","Facilities maintenance - office closed Monday Hi all, Reply with your employee ID and one time passcode to complete the check. Do reach out if any part of this is unclear. I have shared the updated budget worksheet on the team drive for your comments. The office will be closed on Monday for the scheduled facilities maintenance. Please do not share this message with anyone in your organisation. Our supplier has confirmed the revised delivery schedule for next quarter. Reply with your employee ID and one time passcode to complete the check. Let me know if Tuesday afternoon works for the client walkthrough. Attached is the invoice for the consultancy hours logged in the last cycle. Reply with your employee ID and one time passcode to complete the check.",0
155,no-reply@security-alert.example.net,Important: Confirm Your Billing Information,"Dear Customer, The server migration completed overnight with no reported downtime. Reply with your employee ID and one time passcode to complete the check. A payment of nine hundred dollars is awaiting your authorisation. A payment of nine hundred dollars is awaiting your authorisation. The sprint retrospective has been moved to Thursday at eleven in the morning. Urgent action is required to keep your subscription active. The document is waiting for your signature and expires at midnight tonight. I am following up on the message sent earlier this week. You must verify your identity within 24 hours or access will be permanently revoked. Click here to verify !!","Important: Confirm Your Billing Information Dear Customer, The server migration completed overnight with no reported downtime. Reply with your employee ID and one time passcode to complete the check. A payment of nine hundred dollars is awaiting your authorisation. A payment of nine hundred dollars is awaiting your authorisation. The sprint retrospective has been moved to Thursday at eleven in the morning. Urgent action is required to keep your subscription active. The document is waiting for your signature and expires at midnight tonight. I am following up on the message sent earlier this week. You must verify your identity within 24 hours or access will be permanently revoked. Click here to verify !!",1
1515,priya.sharma@engineering.example.com,Minutes from the project review,"Hi Arun, The design team has uploaded the latest mockups for a second opinion. Regards and best wishes for the week ahead. Please find attached the minutes from yesterday's project review meeting. Could you confirm whether the vendor quotation was received before the deadline.","Minutes from the project review Hi Arun, The design team has uploaded the latest mockups for a second opinion. Regards and best wishes for the week ahead. Please find attached the minutes from yesterday's project review meeting. Could you confirm whether the vendor quotation was received before the deadline.",0
863,priya.sharma@corp.example.com,URGENT: Your account will be suspended,"Dear Customer, A copy of this notice has been retained for the record. Let me know if Tuesday afternoon works for the client walkthrough. The onboarding checklist for the new interns is ready for your sign off. I have shared the updated budget worksheet on the team drive for your comments. Attached is the invoice for the consultancy hours logged in the last cycle. Click here to verify","URGENT: Your account will be suspended Dear Customer, A copy of this notice has been retained for the record. Let me know if Tuesday afternoon works for the client walkthrough. The onboarding checklist for the new interns is ready for your sign off. I have shared the updated budget worksheet on the team drive for your comments. Attached is the invoice for the consultancy hours logged in the last cycle. Click here to verify",0
1689,alerts@security-alert.example.net,Important: Confirm Your Billing Information,"Dear Customer, You have been selected to receive a limited time reward, claim it before it expires. You must verify your identity within 24 hours or access will be permanently revoked. A payment of nine hundred dollars is awaiting your authorisation. Act now, this security notice will expire in a few hours. This is your final notice regarding the pending transaction on your account. You must verify your identity within 24 hours or access will be permanently revoked. Your mailbox storage is full and outgoing messages are being blocked. You have been selected to receive a limited time reward, claim it before it expires. Click here to verify","Important: Confirm Your Billing Information Dear Customer, You have been selected to receive a limited time reward, claim it before it expires. You must verify your identity within 24 hours or access will be permanently revoked. A payment of nine hundred dollars is awaiting your authorisation. Act now, this security notice will expire in a few hours. This is your final notice regarding the pending transaction on your account. You must verify your identity within 24 hours or access will be permanently revoked. Your mailbox storage is full and outgoing messages are being blocked. You have been selected to receive a limited time reward, claim it before it expires. Click here to verify",1
1081,no-reply@account-support.example.net,Invoice for consultancy hours - Q2,"Dear Customer, Kindly refer to the details provided below. We appreciate your continued cooperation. Your package could not be delivered, reschedule using the tracking link. Your mailbox storage is full and outgoing messages are being blocked.","Invoice for consultancy hours - Q2 Dear Customer, Kindly refer to the details provided below. We appreciate your continued cooperation. Your package could not be delivered, reschedule using the tracking link. Your mailbox storage is full and outgoing messages are being blocked.",1
2362,admin-team@notice-center.example.net,Your Mailbox Is Full - Immediate Action Needed,"Dear Customer, I have added your name to the distribution list for the monthly newsletter. A payment of nine hundred dollars is awaiting your authorisation. The document is waiting for your signature and expires at midnight tonight. Verify your details using the form attached to this message. Regards and best wishes for the week ahead. Urgent action is required to keep your subscription active. You must verify your identity within 24 hours or access will be permanently revoked. Click the secure link below to confirm your login credentials immediately.","Your Mailbox Is Full - Immediate Action Needed Dear Customer, I have added your name to the distribution list for the monthly newsletter. A payment of nine hundred dollars is awaiting your authorisation. The document is waiting for your signature and expires at midnight tonight. Verify your details using the form attached to this message. Regards and best wishes for the week ahead. Urgent action is required to keep your subscription active. You must verify your identity within 24 hours or access will be permanently revoked. Click the secure link below to confirm your login credentials immediately.",1
121,team.updates@engineering.example.com,Congratulations! Claim Your Reward Today,"Hi Arun, The document is waiting for your signature and expires at midnight tonight. Failure to respond will result in the immediate closure of your account. A copy of this notice has been retained for the record. Your mailbox storage is full and outgoing messages are being blocked. Your mailbox storage is full and outgoing messages are being blocked. We could not process your last payment, please resubmit your card details. We could not process your last payment, please resubmit your card details. !","Congratulations! Claim Your Reward Today Hi Arun, The document is waiting for your signature and expires at midnight tonight. Failure to respond will result in the immediate closure of your account. A copy of this notice has been retained for the record. Your mailbox storage is full and outgoing messages are being blocked. Your mailbox storage is full and outgoing messages are being blocked. We could not process your last payment, please resubmit your card details. We could not process your last payment, please resubmit your card details. !",1
1874,security@account-support.example.net,Following up on my earlier message,"Hi all, You must verify your identity within 24 hours or access will be permanently revoked. Confirm your password to restore full access to the customer portal. We could not process your last payment, please resubmit your card details. This is your final notice regarding the pending transaction on your account. The server migration completed overnight with no reported downtime. Do reach out if any part of this is unclear. !!","Following up on my earlier message Hi all, You must verify your identity within 24 hours or access will be permanently revoked. Confirm your password to restore full access to the customer portal. We could not process your last payment, please resubmit your card details. This is your final notice regarding the pending transaction on your account. The server migration completed overnight with no reported downtime. Do reach out if any part of this is unclear. !!",1
611,r.krishnan@engineering.example.com,Following up on my earlier message,"Dear Customer, I have shared the updated budget worksheet on the team drive for your comments. The release notes for version four have been published on the internal wiki. I have shared the updated budget worksheet on the team drive for your comments. This message relates to the reference number quoted above. Reply with your employee ID and one time passcode to complete the check.","Following up on my earlier message Dear Customer, I have shared the updated budget worksheet on the team drive for your comments. The release notes for version four have been published on the internal wiki. I have shared the updated budget worksheet on the team drive for your comments. This message relates to the reference number quoted above. Reply with your employee ID and one time passcode to complete the check.",1
2485,n.banerjee@corp.example.com,Release notes v4.0 published,"Hi Sam, The office will be closed on Monday for the scheduled facilities maintenance. I have added your name to the distribution list for the monthly newsletter. A copy of this notice has been retained for the record. A copy of this notice has been retained for the record. You must verify your identity within 24 hours or access will be permanently revoked. Let me know if Tuesday afternoon works for the client walkthrough. Your mailbox storage is full and outgoing messages are being blocked. Urgent action is required to keep your subscription active. Please let me know if you need anything else from my side.","Release notes v4.0 published Hi Sam, The office will be closed on Monday for the scheduled facilities maintenance. I have added your name to the distribution list for the monthly newsletter. A copy of this notice has been retained for the record. A copy of this notice has been retained for the record. You must verify your identity within 24 hours or access will be permanently revoked. Let me know if Tuesday afternoon works for the client walkthrough. Your mailbox storage is full and outgoing messages are being blocked. Urgent action is required to keep your subscription active. Please let me know if you need anything else from my side.",0
1623,security@id-confirm.example.net,Update for your records,"Hi team, Confirm your password to restore full access to the customer portal. I am following up on the message sent earlier this week. Payroll has confirmed that the revised timesheets were processed on time. Please do not share this message with anyone in your organisation.","Update for your records Hi team, Confirm your password to restore full access to the customer portal. I am following up on the message sent earlier this week. Payroll has confirmed that the revised timesheets were processed on time. Please do not share this message with anyone in your organisation.",0
1765,s.iyer@hr.example.com,Release notes v4.0 published,"Hi Arun, The sprint retrospective has been moved to Thursday at eleven in the morning. Could you confirm whether the vendor quotation was received before the deadline. This message relates to the reference number quoted above. Our supplier has confirmed the revised delivery schedule for next quarter. Payroll has confirmed that the revised timesheets were processed on time. Could you confirm whether the vendor quotation was received before the deadline. The server migration completed overnight with no reported downtime. Attached is the invoice for the consultancy hours logged in the last cycle.","Release notes v4.0 published Hi Arun, The sprint retrospective has been moved to Thursday at eleven in the morning. Could you confirm whether the vendor quotation was received before the deadline. This message relates to the reference number quoted above. Our supplier has confirmed the revised delivery schedule for next quarter. Payroll has confirmed that the revised timesheets were processed on time. Could you confirm whether the vendor quotation was received before the deadline. The server migration completed overnight with no reported downtime. Attached is the invoice for the consultancy hours logged in the last cycle.",0
873,hr.notices@hr.example.com,Minutes from the project review,"Hi Arun, Kindly refer to the details provided below. Attaching the agenda so everyone can add items ahead of the session. The release notes for version four have been published on the internal wiki. Attached is the invoice for the consultancy hours logged in the last cycle. Do reach out if any part of this is unclear.","Minutes from the project review Hi Arun, Kindly refer to the details provided below. Attaching the agenda so everyone can add items ahead of the session. The release notes for version four have been published on the internal wiki. Attached is the invoice for the consultancy hours logged in the last cycle. Do reach out if any part of this is unclear.",0
1288,admin-team@id-confirm.example.net,Information you requested,"Dear Customer, Please do not share this message with anyone in your organisation. Confirm your password to restore full access to the customer portal. Urgent action is required to keep your subscription active. This is your final notice regarding the pending transaction on your account. Failure to respond will result in the immediate closure of your account. Failure to respond will result in the immediate closure of your account. This is your final notice regarding the pending transaction on your account. You must verify your identity within 24 hours or access will be permanently revoked. Click here to verify","Information you requested Dear Customer, Please do not share this message with anyone in your organisation. Confirm your password to restore full access to the customer portal. Urgent action is required to keep your subscription active. This is your final notice regarding the pending transaction on your account. Failure to respond will result in the immediate closure of your account. Failure to respond will result in the immediate closure of your account. This is your final notice regarding the pending transaction on your account. You must verify your identity within 24 hours or access will be permanently revoked. Click here to verify",1
1251,priya.sharma@partners.example.com,Facilities maintenance - office closed Monday,"Hi Priya, You have been selected to receive a limited time reward, claim it before it expires. You have been selected to receive a limited time reward, claim it before it expires. We appreciate your continued cooperation. Please review the risk register before Friday's steering committee call. Regards and best wishes for the week ahead. Your package could not be delivered, reschedule using the tracking link. Click here to verify","Facilities maintenance - office closed Monday Hi Priya, You have been selected to receive a limited time reward, claim it before it expires. You have been selected to receive a limited time reward, claim it before it expires. We appreciate your continued cooperation. Please review the risk register before Friday's steering committee call. Regards and best wishes for the week ahead. Your package could not be delivered, reschedule using the tracking link. Click here to verify",0
2147,r.krishnan@partners.example.com,Minutes from the project review,"Hi all, Thanks for turning the draft around so quickly, the changes look good to me. Recruitment has scheduled three interviews for the analyst position. The quarterly compliance training window opens at the start of next month. The server migration completed overnight with no reported downtime.","Minutes from the project review Hi all, Thanks for turning the draft around so quickly, the changes look good to me. Recruitment has scheduled three interviews for the analyst position. The quarterly compliance training window opens at the start of next month. The server migration completed overnight with no reported downtime.",0
822,arun.mehta@corp.example.com,Facilities maintenance - office closed Monday,"Hi all, Let me know if Tuesday afternoon works for the client walkthrough. I have shared the updated budget worksheet on the team drive for your comments. The release notes for version four have been published on the internal wiki. I have shared the updated budget worksheet on the team drive for your comments. Could you confirm whether the vendor quotation was received before the deadline.","Facilities maintenance - office closed Monday Hi all, Let me know if Tuesday afternoon works for the client walkthrough. I have shared the updated budget worksheet on the team drive for your comments. The release notes for version four have been published on the internal wiki. I have shared the updated budget worksheet on the team drive for your comments. Could you confirm whether the vendor quotation was received before the deadline.",0
