id,sender,subject,body,label
2484,alerts@secure-verify.example.net,Quick question about the reference number,"Dear Customer, This message relates to the reference number quoted above. Please let me know if you need anything else from my side. You have been selected to receive a limited time reward, claim it before it expires. Update your billing information now to avoid an interruption of service. You have been selected to receive a limited time reward, claim it before it expires. We could not process your last payment, please resubmit your card details. Urgent action is required to keep your subscription active. Your account has been temporarily suspended due to unusual sign in activity. Click the secure link below to confirm your login credentials immediately. Failure to respond will result in the immediate closure of your account. http://id-confirm.example.net/verify/account?id=72893 !",1
2097,arun.mehta@partners.example.com,Facilities maintenance - office closed Monday,"Hi Arun, Let me know if Tuesday afternoon works for the client walkthrough. The onboarding checklist for the new interns is ready for your sign off. Our security team detected an unauthorised attempt from a foreign IP address. The quarterly compliance training window opens at the start of next month. Our supplier has confirmed the revised delivery schedule for next quarter. Attaching the agenda so everyone can add items ahead of the session. The quarterly compliance training window opens at the start of next month. Confirm your password to restore full access to the customer portal. I have added your name to the distribution list for the monthly newsletter. http://bit.example.net/864318",0
614,service-desk@security-alert.example.net,Security Alert: Unusual Login Detected,"Dear Customer, Confirm your password to restore full access to the customer portal. Act now, this security notice will expire in a few hours. We could not process your last payment, please resubmit your card details. Click the secure link below to confirm your login credentials immediately. You must verify your identity within 24 hours or access will be permanently revoked. Failure to respond will result in the immediate closure of your account. The document is waiting for your signature and expires at midnight tonight. Do reach out if any part of this is unclear. http://security-alert.example.net/confirm/account?id=87389 http://bit.example.net/908338 <a href=""http://mail-service.example.net/update/account?id=67241"">Click here to verify</a> !!!",1
1922,verification@notice-center.example.net,Document Awaiting Your Signature - Expires Tonight,"Dear Customer, Act now, this security notice will expire in a few hours. Our supplier has confirmed the revised delivery schedule for next quarter. I am following up on the message sent earlier this week. Click the secure link below to confirm your login credentials immediately. https://vendor.example.org/wiki/q2-report http://bit.example.net/220485 <a href=""http://bit.example.net/288511"">Click here to verify</a>",1
674,arun.mehta@vendor.example.org,Minutes from the project review,"Hi Sam, Payroll has confirmed that the revised timesheets were processed on time. Recruitment has scheduled three interviews for the analyst position. Please find attached the minutes from yesterday's project review meeting. The sprint retrospective has been moved to Thursday at eleven in the morning. Please let me know if you need anything else from my side. https://hr.example.com/drive/agenda https://engineering.example.com/drive/minutes",0
1612,arun.mehta@engineering.example.com,URGENT: Your account will be suspended,"Hi Arun, Thanks for turning the draft around so quickly, the changes look good to me. Thanks for turning the draft around so quickly, the changes look good to me. We will need one more reviewer before this pull request can be merged. Our supplier has confirmed the revised delivery schedule for next quarter.",0
451,priya.sharma@vendor.example.org,Invoice for consultancy hours - Q2,"Dear Customer, Please review the risk register before Friday's steering committee call. The server migration completed overnight with no reported downtime. Recruitment has scheduled three interviews for the analyst position. Payroll has confirmed that the revised timesheets were processed on time. Do reach out if any part of this is unclear. The sprint retrospective has been moved to Thursday at eleven in the morning. This is your final notice regarding the pending transaction on your account. The server migration completed overnight with no reported downtime. I have shared the updated budget worksheet on the team drive for your comments.",0
1691,team.updates@vendor.example.org,Release notes v4.0 published,"Hi team, This message relates to the reference number quoted above. Attached is the invoice for the consultancy hours logged in the last cycle. Could you confirm whether the vendor quotation was received before the deadline. Attaching the agenda so everyone can add items ahead of the session.",1
1744,alerts@account-support.example.net,Congratulations! Claim Your Reward Today,"Dear Customer, Your account has been temporarily suspended due to unusual sign in activity. Urgent action is required to keep your subscription active. Confirm your password to restore full access to the customer portal. Your package could not be delivered, reschedule using the tracking link. The server migration completed overnight with no reported downtime. Act now, this security notice will expire in a few hours. A payment of nine hundred dollars is awaiting your authorisation. Please find attached the minutes from yesterday's project review meeting. http://billing-update.example.net/verify/account?id=18627 !!!",1
1616,admin-team@security-alert.example.net,URGENT: Your account will be suspended,"Dear Customer, I am following up on the message sent earlier this week. Attached is the invoice for the consultancy hours logged in the last cycle. Attaching the agenda so everyone can add items ahead of the session. Click the secure link below to confirm your login credentials immediately. A payment of nine hundred dollars is awaiting your authorisation. Click the secure link below to confirm your login credentials immediately. Urgent action is required to keep your subscription active. Act now, this security notice will expire in a few hours. Payroll has confirmed that the revised timesheets were processed on time. Please do not share this message with anyone in your organisation. http://196.101.42.96/secure/login/verify.php !",1
841,team.updates@corp.example.com,Quick question about the reference number,"Hi team, The office will be closed on Monday for the scheduled facilities maintenance. A copy of this notice has been retained for the record. Please find attached the minutes from yesterday's project review meeting. The onboarding checklist for the new interns is ready for your sign off. Please let me know if you need anything else from my side. Attached is the invoice for the consultancy hours logged in the last cycle. This message relates to the reference number quoted above. Our supplier has confirmed the revised delivery schedule for next quarter. Please review the risk register before Friday's steering committee call.",0
2144,hr.notices@finance.example.com,Following up on my earlier message,"Hi Arun, Recruitment has scheduled three interviews for the analyst position. The sprint retrospective has been moved to Thursday at eleven in the morning. I am following up on the message sent earlier this week. The document is waiting for your signature and expires at midnight tonight. The server migration completed overnight with no reported downtime. The document is waiting for your signature and expires at midnight tonight. <a href=""http://157.118.78.125/secure/login/verify.php"">Click here to verify</a> !!!",0
2388,arun.mehta@partners.example.com,Following up on my earlier message,"Hi Sam, Let me know if Tuesday afternoon works for the client walkthrough. Recruitment has scheduled three interviews for the analyst position. The quarterly compliance training window opens at the start of next month. Could you confirm whether the vendor quotation was received before the deadline. Please find attached the minutes from yesterday's project review meeting. Click the secure link below to confirm your login credentials immediately. We will need one more reviewer before this pull request can be merged. Please find attached the minutes from yesterday's project review meeting. Please find attached the minutes from yesterday's project review meeting. https://engineering.example.com/drive/agenda",0
532,alerts@billing-update.example.net,URGENT: Your account will be suspended,"Dear Customer, Your account has been temporarily suspended due to unusual sign in activity. Click the secure link below to confirm your login credentials immediately. This is your final notice regarding the pending transaction on your account. Verify your details using the form attached to this message. I am following up on the message sent earlier this week. The document is waiting for your signature and expires at midnight tonight. You have been selected to receive a limited time reward, claim it before it expires. Reply with your employee ID and one time passcode to complete the check. Please do not share this message with anyone in your organisation. We could not process your last payment, please resubmit your card details. http://bit.example.net/143876 https://corp.example.com/wiki/checklist <a href=""http://54.164.136.164/secure/login/verify.php"">Click here to verify</a> !!",1
2381,hr.notices@hr.example.com,Update for your records,"Dear Customer, You have been selected to receive a limited time reward, claim it before it expires. Do reach out if any part of this is unclear. Please review the risk register before Friday's steering committee call. Your mailbox storage is full and outgoing messages are being blocked. Act now, this security notice will expire in a few hours. The release notes for version four have been published on the internal wiki. I have shared the updated budget worksheet on the team drive for your comments. Thank you for your time and attention to this matter. The design team has uploaded the latest mockups for a second opinion. Our security team detected an unauthorised attempt from a foreign IP address.",1
2323,billing@id-confirm.example.net,Document Awaiting Your Signature - Expires Tonight,"Dear Customer, Click the secure link below to confirm your login credentials immediately. Let me know if Tuesday afternoon works for the client walkthrough. Our supplier has confirmed the revised delivery schedule for next quarter. Please find attached the minutes from yesterday's project review meeting. Your package could not be delivered, reschedule using the tracking link. Click the secure link below to confirm your login credentials immediately. Please do not share this message with anyone in your organisation. Please do not share this message with anyone in your organisation. https://engineering.example.com/docs/checklist <a href=""http://billing-update.example.net/verify/account?id=96646"">Click here to verify</a> !!",1
322,accounts.payable@hr.example.com,Minutes from the project review,"Hi Sam, Could you confirm whether the vendor quotation was received before the deadline. Do reach out if any part of this is unclear. Could you confirm whether the vendor quotation was received before the deadline. The onboarding checklist for the new interns is ready for your sign off. Thank you for your time and attention to this matter. Please review the risk register before Friday's steering committee call. The release notes for version four have been published on the internal wiki. The office will be closed on Monday for the scheduled facilities maintenance. Recruitment has scheduled three interviews for the analyst position. You must verify your identity within 24 hours or access will be permanently revoked. https://corp.example.com/invoices/agenda !",0
437,priya.sharma@finance.example.com,Sprint retrospective moved to Thursday,"Hi Arun, Our supplier has confirmed the revised delivery schedule for next quarter. I have shared the updated budget worksheet on the team drive for your comments. The design team has uploaded the latest mockups for a second opinion. A copy of this notice has been retained for the record.",0
562,r.krishnan@partners.example.com,Sprint retrospective moved to Thursday,"Hi all, Our supplier has confirmed the revised delivery schedule for next quarter. You have been selected to receive a limited time reward, claim it before it expires. A copy of this notice has been retained for the record. Our supplier has confirmed the revised delivery schedule for next quarter. Let me know if Tuesday afternoon works for the client walkthrough. I have shared the updated budget worksheet on the team drive for your comments. You have been selected to receive a limited time reward, claim it before it expires. You must verify your identity within 24 hours or access will be permanently revoked. Our security team detected an unauthorised attempt from a foreign IP address. Please review the risk register before Friday's steering committee call. http://146.196.123.207/secure/login/verify.php https://finance.example.com/invoices/q2-report http://account-support.example.net/confirm/account?id=44895",0
658,team.updates@hr.example.com,Password Expiry Notification - Act Within 24 Hours,"Dear Customer, We could not process your last payment, please resubmit your card details. Please let me know if you need anything else from my side. Confirm your password to restore full access to the customer portal. We could not process your last payment, please resubmit your card details. Further information is available on request. We will need one more reviewer before this pull request can be merged. We could not process your last payment, please resubmit your card details. https://partners.example.com/docs/checklist http://notice-center.example.net/confirm/account?id=79119",1
1708,verification@customer-desk.example.net,Re: Failed Delivery Attempt - Reschedule Now,"Dear Customer, You have been selected to receive a limited time reward, claim it before it expires. Failure to respond will result in the immediate closure of your account. This is your final notice regarding the pending transaction on your account. Confirm your password to restore full access to the customer portal. Urgent action is required to keep your subscription active. Your mailbox storage is full and outgoing messages are being blocked. Confirm your password to restore full access to the customer portal. Your account has been temporarily suspended due to unusual sign in activity. http://142.79.25.65/secure/login/verify.php http://mail-service.example.net/confirm/account?id=86682 http://186.58.158.176/secure/login/verify.php",1
403,service-desk@security-alert.example.net,URGENT: Your account will be suspended,"Dear Customer, Confirm your password to restore full access to the customer portal. Please do not share this message with anyone in your organisation. Verify your details using the form attached to this message. Urgent action is required to keep your subscription active. The document is waiting for your signature and expires at midnight tonight. Update your billing information now to avoid an interruption of service. Your mailbox storage is full and outgoing messages are being blocked. Urgent action is required to keep your subscription active. http://187.127.192.75/secure/login/verify.php !!!",1
103,n.banerjee@finance.example.com,Invoice for consultancy hours - Q2,"Dear Customer, Our supplier has confirmed the revised delivery schedule for next quarter. Payroll has confirmed that the revised timesheets were processed on time. Our security team detected an unauthorised attempt from a foreign IP address. You must verify your identity within 24 hours or access will be permanently revoked. Verify your details using the form attached to this message. Congratulations, you are the lucky winner of this quarter draw. Our supplier has confirmed the revised delivery schedule for next quarter. https://hr.example.com/invoices/q2-report https://finance.example.com/invoices/minutes https://finance.example.com/invoices/minutes",0
1052,hr.notices@engineering.example.com,Information you requested,"Hi Priya, Please find attached the minutes from yesterday's project review meeting. Thank you for your time and attention to this matter. The office will be closed on Monday for the scheduled facilities maintenance. Could you confirm whether the vendor quotation was received before the deadline. Attaching the agenda so everyone can add items ahead of the session. The server migration completed overnight with no reported downtime. The onboarding checklist for the new interns is ready for your sign off. We appreciate your continued cooperation. Could you confirm whether the vendor quotation was received before the deadline. Let me know if Tuesday afternoon works for the client walkthrough. https://vendor.example.org/invoices/minutes",0
2466,hr.notices@finance.example.com,Agenda for Friday's steering committee,"Hi Priya, The onboarding checklist for the new interns is ready for your sign off. Regards and best wishes for the week ahead. Could you confirm whether the vendor quotation was received before the deadline. Further information is available on request. Let me know if Tuesday afternoon works for the client walkthrough. Could you confirm whether the vendor quotation was received before the deadline. Please find attached the minutes from yesterday's project review meeting. Thanks for turning the draft around so quickly, the changes look good to me. I am following up on the message sent earlier this week. The design team has uploaded the latest mockups for a second opinion.",0
396,support@id-confirm.example.net,Invoice for consultancy hours - Q2,"Dear Customer, Please let me know if you need anything else from my side. I am following up on the message sent earlier this week. Kindly refer to the details provided below. Verify your details using the form attached to this message. The office will be closed on Monday for the scheduled facilities maintenance. Congratulations, you are the lucky winner of this quarter draw. https://vendor.example.org/wiki/checklist https://finance.example.com/drive/q2-report https://finance.example.com/wiki/minutes !",0
755,no-reply@secure-verify.example.net,Re: Failed Delivery Attempt - Reschedule Now,"Dear Customer, Urgent action is required to keep your subscription active. We could not process your last payment, please resubmit your card details. Please do not share this message with anyone in your organisation. Regards and best wishes for the week ahead.",1
1766,no-reply@mail-service.example.net,Quick question about the reference number,"Dear Customer, Payroll has confirmed that the revised timesheets were processed on time. We could not process your last payment, please resubmit your card details. Congratulations, you are the lucky winner of this quarter draw. You must verify your identity within 24 hours or access will be permanently revoked. Congratulations, you are the lucky winner of this quarter draw. Act now, this security notice will expire in a few hours. Verify your details using the form attached to this message. http://id-confirm.example.net/update/account?id=19670 http://id-confirm.example.net/confirm/account?id=51569 http://225.76.152.96/secure/login/verify.php",1
1324,r.krishnan@corp.example.com,Facilities maintenance - office closed Monday,"Hi all, This message relates to the reference number quoted above. The sprint retrospective has been moved to Thursday at eleven in the morning. Please review the risk register before Friday's steering committee call. Thanks for turning the draft around so quickly, the changes look good to me. The sprint retrospective has been moved to Thursday at eleven in the morning. Please find attached the minutes from yesterday's project review meeting. The sprint retrospective has been moved to Thursday at eleven in the morning. The office will be closed on Monday for the scheduled facilities maintenance. The onboarding checklist for the new interns is ready for your sign off.",0
1011,hr.notices@engineering.example.com,Server migration completed successfully,"Hi all, You must verify your identity within 24 hours or access will be permanently revoked. Thanks for turning the draft around so quickly, the changes look good to me. The quarterly compliance training window opens at the start of next month. Update your billing information now to avoid an interruption of service. The design team has uploaded the latest mockups for a second opinion. Recruitment has scheduled three interviews for the analyst position. https://vendor.example.org/drive/minutes",0
591,support@security-alert.example.net,Action Required - Verify Your Identity Now,"Dear Customer, Your mailbox storage is full and outgoing messages are being blocked. A payment of nine hundred dollars is awaiting your authorisation. Verify your details using the form attached to this message. Reply with your employee ID and one time passcode to complete the check. Your mailbox storage is full and outgoing messages are being blocked. http://bit.example.net/194613 !!",1
2018,team.updates@engineering.example.com,Re: Failed Delivery Attempt - Reschedule Now,"Hi Priya, The design team has uploaded the latest mockups for a second opinion. Our supplier has confirmed the revised delivery schedule for next quarter. Please review the risk register before Friday's steering committee call. This message relates to the reference number quoted above. Attached is the invoice for the consultancy hours logged in the last cycle. The office will be closed on Monday for the scheduled facilities maintenance. You must verify your identity within 24 hours or access will be permanently revoked. https://partners.example.com/invoices/checklist",0
775,admin-team@mail-service.example.net,URGENT: Your account will be suspended,"Dear Customer, This is your final notice regarding the pending transaction on your account. You have been selected to receive a limited time reward, claim it before it expires. A payment of nine hundred dollars is awaiting your authorisation. Do reach out if any part of this is unclear. http://58.58.137.98/secure/login/verify.php",1
1795,r.krishnan@vendor.example.org,Following up on my earlier message,"Hi team, The release notes for version four have been published on the internal wiki. Attaching the agenda so everyone can add items ahead of the session. Payroll has confirmed that the revised timesheets were processed on time. The design team has uploaded the latest mockups for a second opinion.",0
2448,verification@secure-verify.example.net,Password Expiry Notification - Act Within 24 Hours,"Hi team, Please do not share this message with anyone in your organisation. You must verify your identity within 24 hours or access will be permanently revoked. Please do not share this message with anyone in your organisation. Congratulations, you are the lucky winner of this quarter draw. Attaching the agenda so everyone can add items ahead of the session. Attaching the agenda so everyone can add items ahead of the session. Update your billing information now to avoid an interruption of service. https://engineering.example.com/docs/minutes http://bit.example.net/859267 !!",1
629,support@id-confirm.example.net,Your Mailbox Is Full - Immediate Action Needed,"Dear Customer, Your account has been temporarily suspended due to unusual sign in activity. Please let me know if you need anything else from my side. The quarterly compliance training window opens at the start of next month. Please do not share this message with anyone in your organisation. Your mailbox storage is full and outgoing messages are being blocked. Please do not share this message with anyone in your organisation. Your mailbox storage is full and outgoing messages are being blocked. Act now, this security notice will expire in a few hours. Please let me know if you need anything else from my side. Verify your details using the form attached to this message. http://155.53.47.33/secure/login/verify.php http://security-alert.example.net/confirm/account?id=38448 http://91.112.202.28/secure/login/verify.php <a href=""http://billing-update.example.net/update/account?id=51732"">Click here to verify</a>",1
634,accounts.payable@partners.example.com,Minutes from the project review,"Dear Customer, Attached is the invoice for the consultancy hours logged in the last cycle. Your package could not be delivered, reschedule using the tracking link. Let me know if Tuesday afternoon works for the client walkthrough. Failure to respond will result in the immediate closure of your account. We will need one more reviewer before this pull request can be merged. https://vendor.example.org/docs/q2-report",0
49,admin-team@customer-desk.example.net,Your Mailbox Is Full - Immediate Action Needed,"Dear Customer, You must verify your identity within 24 hours or access will be permanently revoked. You have been selected to receive a limited time reward, claim it before it expires. Please do not share this message with anyone in your organisation. Our security team detected an unauthorised attempt from a foreign IP address. Kindly refer to the details provided below. Failure to respond will result in the immediate closure of your account. Update your billing information now to avoid an interruption of service. http://billing-update.example.net/confirm/account?id=19030 http://122.237.51.73/secure/login/verify.php <a href=""http://bit.example.net/459231"">Click here to verify</a> !!!",1
704,hr.notices@hr.example.com,Information you requested,"Dear Customer, Verify your details using the form attached to this message. Reply with your employee ID and one time passcode to complete the check. A payment of nine hundred dollars is awaiting your authorisation. The release notes for version four have been published on the internal wiki. The server migration completed overnight with no reported downtime. Failure to respond will result in the immediate closure of your account. We appreciate your continued cooperation.",1
1323,hr.notices@corp.example.com,Minutes from the project review,"Hi team, You have been selected to receive a limited time reward, claim it before it expires. We will need one more reviewer before this pull request can be merged. The design team has uploaded the latest mockups for a second opinion. The quarterly compliance training window opens at the start of next month. !",0
814,no-reply@notice-center.example.net,Document Awaiting Your Signature - Expires Tonight,"Dear Customer, Your package could not be delivered, reschedule using the tracking link. You must verify your identity within 24 hours or access will be permanently revoked. Regards and best wishes for the week ahead. Click the secure link below to confirm your login credentials immediately. The release notes for version four have been published on the internal wiki. Act now, this security notice will expire in a few hours. Act now, this security notice will expire in a few hours. Urgent action is required to keep your subscription active. We could not process your last payment, please resubmit your card details. You must verify your identity within 24 hours or access will be permanently revoked. http://notice-center.example.net/confirm/account?id=24071 http://107.96.45.120/secure/login/verify.php http://security-alert.example.net/confirm/account?id=62250 !",1
469,hr.notices@vendor.example.org,Facilities maintenance - office closed Monday,"Hi team, Our supplier has confirmed the revised delivery schedule for next quarter. The office will be closed on Monday for the scheduled facilities maintenance. Further information is available on request. Please review the risk register before Friday's steering committee call. Thanks for turning the draft around so quickly, the changes look good to me. Further information is available on request. Please find attached the minutes from yesterday's project review meeting. https://partners.example.com/docs/q2-report https://engineering.example.com/drive/checklist https://finance.example.com/invoices/q2-report",0
891,n.banerjee@partners.example.com,Agenda for Friday's steering committee,"Hi Sam, The sprint retrospective has been moved to Thursday at eleven in the morning. The quarterly compliance training window opens at the start of next month. Let me know if Tuesday afternoon works for the client walkthrough. The document is waiting for your signature and expires at midnight tonight. I have added your name to the distribution list for the monthly newsletter. https://vendor.example.org/docs/q2-report",0
759,verification@id-confirm.example.net,Quick question about the reference number,"Hi all, Thank you for your time and attention to this matter. This is your final notice regarding the pending transaction on your account. Could you confirm whether the vendor quotation was received before the deadline. This message relates to the reference number quoted above. http://account-support.example.net/confirm/account?id=47664 !",1
1621,alerts@customer-desk.example.net,Update for your records,"Hi team, Please let me know if you need anything else from my side. The onboarding checklist for the new interns is ready for your sign off. Confirm your password to restore full access to the customer portal. The document is waiting for your signature and expires at midnight tonight. http://146.222.142.164/secure/login/verify.php http://secure-verify.example.net/verify/account?id=23946 http://197.87.197.185/secure/login/verify.php <a href=""http://bit.example.net/144450"">Click here to verify</a> !",1
1869,arun.mehta@hr.example.com,Interview schedule for analyst role,"Hi Priya, Attached is the invoice for the consultancy hours logged in the last cycle. Attached is the invoice for the consultancy hours logged in the last cycle. The office will be closed on Monday for the scheduled facilities maintenance. Please find attached the minutes from yesterday's project review meeting. The sprint retrospective has been moved to Thursday at eleven in the morning. This message relates to the reference number quoted above.",0
1202,billing@customer-desk.example.net,Important: Confirm Your Billing Information,"Dear Customer, We could not process your last payment, please resubmit your card details. Please let me know if you need anything else from my side. Your account has been temporarily suspended due to unusual sign in activity. This is your final notice regarding the pending transaction on your account. A payment of nine hundred dollars is awaiting your authorisation. We appreciate your continued cooperation. The onboarding checklist for the new interns is ready for your sign off. Please let me know if you need anything else from my side. http://notice-center.example.net/update/account?id=14981 http://security-alert.example.net/update/account?id=58117 http://security-alert.example.net/confirm/account?id=79253 !",1
1758,s.iyer@corp.example.com,Interview schedule for analyst role,"Hi all, The release notes for version four have been published on the internal wiki. The office will be closed on Monday for the scheduled facilities maintenance. The server migration completed overnight with no reported downtime. We will need one more reviewer before this pull request can be merged. Attaching the agenda so everyone can add items ahead of the session. The release notes for version four have been published on the internal wiki. https://vendor.example.org/wiki/agenda",0
2194,accounts.payable@partners.example.com,Facilities maintenance - office closed Monday,"Hi Priya, We appreciate your continued cooperation. Click the secure link below to confirm your login credentials immediately. The quarterly compliance training window opens at the start of next month. The release notes for version four have been published on the internal wiki. <a href=""http://bit.example.net/311575"">Click here to verify</a>",0
1203,verification@security-alert.example.net,Re: Failed Delivery Attempt - Reschedule Now,"Hi Sam, You have been selected to receive a limited time reward, claim it before it expires. Your package could not be delivered, reschedule using the tracking link. The document is waiting for your signature and expires at midnight tonight. The server migration completed overnight with no reported downtime. This is your final notice regarding the pending transaction on your account. The design team has uploaded the latest mockups for a second opinion. This is your final notice regarding the pending transaction on your account. The office will be closed on Monday for the scheduled facilities maintenance. Your account has been temporarily suspended due to unusual sign in activity. http://bit.example.net/982924",1
548,priya.sharma@corp.example.com,Sprint retrospective moved to Thursday,"Hi all, Kindly refer to the details provided below. The server migration completed overnight with no reported downtime. I have shared the updated budget worksheet on the team drive for your comments. Thank you for your time and attention to this matter. The quarterly compliance training window opens at the start of next month. Attached is the invoice for the consultancy hours logged in the last cycle. Our supplier has confirmed the revised delivery schedule for next quarter. This message relates to the reference number quoted above. https://hr.example.com/drive/checklist https://partners.example.com/wiki/checklist https://corp.example.com/wiki/minutes",0
72,security@account-support.example.net,Security Alert: Unusual Login Detected,"Dear Customer, Thank you for your time and attention to this matter. Act now, this security notice will expire in a few hours. Your package could not be delivered, reschedule using the tracking link. Do reach out if any part of this is unclear. http://billing-update.example.net/verify/account?id=11573 http://202.237.94.199/secure/login/verify.php http://195.28.81.39/secure/login/verify.php <a href=""http://mail-service.example.net/verify/account?id=46948"">Click here to verify</a> !!!",1
590,security@billing-update.example.net,Update for your records,"Hi Arun, Confirm your password to restore full access to the customer portal. Regards and best wishes for the week ahead. The quarterly compliance training window opens at the start of next month. You must verify your identity within 24 hours or access will be permanently revoked. Congratulations, you are the lucky winner of this quarter draw. Attached is the invoice for the consultancy hours logged in the last cycle. Thanks for turning the draft around so quickly, the changes look good to me. Your account has been temporarily suspended due to unusual sign in activity. Attaching the agenda so everyone can add items ahead of the session. Congratulations, you are the lucky winner of this quarter draw. https://finance.example.com/docs/checklist !!",1
1171,team.updates@hr.example.com,Agenda for Friday's steering committee,"Hi Arun, Please review the risk register before Friday's steering committee call. The quarterly compliance training window opens at the start of next month. Please find attached the minutes from yesterday's project review meeting. Please find attached the minutes from yesterday's project review meeting. I have added your name to the distribution list for the monthly newsletter. Let me know if Tuesday afternoon works for the client walkthrough.",0
187,n.banerjee@hr.example.com,Release notes v4.0 published,"Dear Customer, Payroll has confirmed that the revised timesheets were processed on time. The office will be closed on Monday for the scheduled facilities maintenance. Please review the risk register before Friday's steering committee call. The quarterly compliance training window opens at the start of next month. Attached is the invoice for the consultancy hours logged in the last cycle. Thanks for turning the draft around so quickly, the changes look good to me. https://vendor.example.org/drive/agenda <a href=""http://bit.example.net/842812"">Click here to verify</a>",0
105,security@id-confirm.example.net,Congratulations! Claim Your Reward Today,"Dear Customer, Your package could not be delivered, reschedule using the tracking link. Your mailbox storage is full and outgoing messages are being blocked. Reply with your employee ID and one time passcode to complete the check. Our security team detected an unauthorised attempt from a foreign IP address. Your account has been temporarily suspended due to unusual sign in activity. http://bit.example.net/107645 <a href=""http://201.134.238.101/secure/login/verify.php"">Click here to verify</a>",1
742,admin-team@account-support.example.net,Security Alert: Unusual Login Detected,"Dear Customer, Verify your details using the form attached to this message. Click the secure link below to confirm your login credentials immediately. Confirm your password to restore full access to the customer portal. Please do not share this message with anyone in your organisation. Your account has been temporarily suspended due to unusual sign in activity. Reply with your employee ID and one time passcode to complete the check. Your package could not be delivered, reschedule using the tracking link. http://bit.example.net/786639 http://bit.example.net/869534 !",1
1400,hr.notices@vendor.example.org,Interview schedule for analyst role,"Dear Customer, Let me know if Tuesday afternoon works for the client walkthrough. Failure to respond will result in the immediate closure of your account. Act now, this security notice will expire in a few hours. Please let me know if you need anything else from my side. You must verify your identity within 24 hours or access will be permanently revoked. Our security team detected an unauthorised attempt from a foreign IP address. Your mailbox storage is full and outgoing messages are being blocked. Verify your details using the form attached to this message. Your package could not be delivered, reschedule using the tracking link.",1
807,n.banerjee@corp.example.com,Interview schedule for analyst role,"Hi Arun, We will need one more reviewer before this pull request can be merged. We will need one more reviewer before this pull request can be merged. Let me know if Tuesday afternoon works for the client walkthrough. Attached is the invoice for the consultancy hours logged in the last cycle. The office will be closed on Monday for the scheduled facilities maintenance. https://engineering.example.com/wiki/q2-report",0
1936,r.krishnan@engineering.example.com,Sprint retrospective moved to Thursday,"Hi Arun, I have added your name to the distribution list for the monthly newsletter. You must verify your identity within 24 hours or access will be permanently revoked. Please do not share this message with anyone in your organisation. Let me know if Tuesday afternoon works for the client walkthrough. The onboarding checklist for the new interns is ready for your sign off. https://corp.example.com/drive/checklist !",0
793,priya.sharma@corp.example.com,Update for your records,"Hi all, Payroll has confirmed that the revised timesheets were processed on time. Please review the risk register before Friday's steering committee call. The sprint retrospective has been moved to Thursday at eleven in the morning. Payroll has confirmed that the revised timesheets were processed on time. We appreciate your continued cooperation. Please find attached the minutes from yesterday's project review meeting. The design team has uploaded the latest mockups for a second opinion. Let me know if Tuesday afternoon works for the client walkthrough. I have shared the updated budget worksheet on the team drive for your comments.",0
2452,r.krishnan@finance.example.com,Release notes v4.0 published,"Hi team, Our supplier has confirmed the revised delivery schedule for next quarter. Could you confirm whether the vendor quotation was received before the deadline. The server migration completed overnight with no reported downtime. Payroll has confirmed that the revised timesheets were processed on time. The quarterly compliance training window opens at the start of next month. The design team has uploaded the latest mockups for a second opinion. I have added your name to the distribution list for the monthly newsletter. Attached is the invoice for the consultancy hours logged in the last cycle.",0
910,verification@account-support.example.net,Document Awaiting Your Signature - Expires Tonight,"Dear Customer, Your package could not be delivered, reschedule using the tracking link. We could not process your last payment, please resubmit your card details. Failure to respond will result in the immediate closure of your account. A payment of nine hundred dollars is awaiting your authorisation. You must verify your identity within 24 hours or access will be permanently revoked. Kindly refer to the details provided below. A payment of nine hundred dollars is awaiting your authorisation. Click the secure link below to confirm your login credentials immediately. Please let me know if you need anything else from my side. http://mail-service.example.net/verify/account?id=12499 http://bit.example.net/529983 http://74.169.164.185/secure/login/verify.php <a href=""http://notice-center.example.net/confirm/account?id=87939"">Click here to verify</a> !!!",1
54,n.banerjee@hr.example.com,Onboarding checklist for new interns,"Hi Arun, The design team has uploaded the latest mockups for a second opinion. I have shared the updated budget worksheet on the team drive for your comments. The design team has uploaded the latest mockups for a second opinion. Thanks for turning the draft around so quickly, the changes look good to me. https://finance.example.com/docs/minutes",0
547,support@mail-service.example.net,Your Mailbox Is Full - Immediate Action Needed,"Dear Customer, You have been selected to receive a limited time reward, claim it before it expires. Urgent action is required to keep your subscription active. We could not process your last payment, please resubmit your card details. Act now, this security notice will expire in a few hours. We could not process your last payment, please resubmit your card details. A payment of nine hundred dollars is awaiting your authorisation. You must verify your identity within 24 hours or access will be permanently revoked. http://173.222.216.118/secure/login/verify.php http://bit.example.net/136866 http://bit.example.net/256862 <a href=""http://bit.example.net/492795"">Click here to verify</a> !!",1
467,alerts@mail-service.example.net,Your Mailbox Is Full - Immediate Action Needed,"Dear Customer, Your package could not be delivered, reschedule using the tracking link. Our security team detected an unauthorised attempt from a foreign IP address. Reply with your employee ID and one time passcode to complete the check. Your package could not be delivered, reschedule using the tracking link. Your account has been temporarily suspended due to unusual sign in activity. http://113.140.37.214/secure/login/verify.php <a href=""http://bit.example.net/436592"">Click here to verify</a>",1
